통계 년도,통계 코드,컬럼 명,컬럼 영문명,전체 척 수,전체 톤수,전체 마력,동력 척 수,동력 톤수,동력 마력,무동력 척 수,무동력 톤수,최초 생성 시점,최종 변경 시점
2013,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,480,17728.56,274364,480,17728.56,274364,0,0,2017-12-02,2017-12-02
2013,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,383,17315.38,193064,383,17315.38,193064,0,0,2017-12-02,2017-12-02
2013,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,377,10027.39,209898,377,10027.39,209898,0,0,2017-12-02,2017-12-02
2013,2130,  근  해   안  강  망   어  업,Large Stow Net,208,10951.55,141127,208,10951.55,141127,0,0,2017-12-02,2017-12-02
1992,3090,  연   안   조   망    어   업,Coastal Beam Trawl,19,97.69,2902,19,97.69,2902,0,0,2017-12-02,2017-12-02
1992,3070,  연   안   통   발    어   업,Coastal Trap,7210,17277.71,374840,6998,17027.96,374840,212,249.75,2017-12-02,2017-12-02
2009,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,444,12179.02,226472,444,12179.02,226472,0,0,2017-12-02,2017-12-02
2009,2130,  근  해   안  강  망   어  업,Large Stow Net,236,11424.72,127929,236,11424.72,127929,0,0,2017-12-02,2017-12-02
2009,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,6,75.32,2177,6,75.32,2177,0,0,2017-12-02,2017-12-02
2009,2150,  잠    수    기      어    업,Diving,236,1161.88,86955,236,1161.88,86955,0,0,2017-12-02,2017-12-02
2009,2170,  근   해   형   망    어   업,Off-Shore Long Line,80,920.71,29518,80,920.71,29518,0,0,2017-12-02,2017-12-02
1997,1070,  원   양   통   발    어   업,Distant Waters Trap,8,2105.1,8270,8,2105.1,8270,0,0,2017-12-02,2017-12-02
1997,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1997,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,38,2224.44,16760,38,2224.44,16760,0,0,2017-12-02,2017-12-02
1998,2160,  근   해   통   발    어   업,Off-Shore Trap,517,25179.23,221613,517,25179.23,221613,0,0,2017-12-02,2017-12-02
1998,5010,  내    수    면     어     업,Inland Waters Fisheries,2624,1702.89,72424,1913,1453.04,72424,711,249.85,2017-12-02,2017-12-02
1993,3080,  분   기   초   망    어   업,Coastal Lift Nets,273,702.05,11871,172,555.9,11871,101,146.15,2017-12-02,2017-12-02
1993,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1993,3140,  정    치    망     어     업,Set Nets,754,3757.7,37431,518,3152.38,37431,236,605.32,2017-12-02,2017-12-02
1993,4000,양            식            업,Culture,26857,32079.57,803782,21170,27171.49,803782,5687,4908.08,2017-12-02,2017-12-02
1993,5000,내     수     면     어     업,Inland Waters Fisheries,3044,2534.34,48898,1485,1591.39,48898,1559,942.95,2017-12-02,2017-12-02
1992,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1992,3050,  연   안   연   승    어   업,Coastal Long Line,12357,29280.43,857340,11758,28537.58,857340,599,742.85,2017-12-02,2017-12-02
2013,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,3,28.09,1415,3,28.09,1415,0,0,2017-12-02,2017-12-02
2013,2160,  근   해   통   발    어   업,Off-Shore Trap,200,10655.65,133071,200,10655.65,133071,0,0,2017-12-02,2017-12-02
2013,2180,  근   해   연   승    어   업,Off-Shore Long Line,301,7847.17,172088,301,7847.17,172088,0,0,2017-12-02,2017-12-02
2016,3080,  연   안   들   망    어   업,Coastal Lift Nets,98,442.68,27196,98,442.68,27196,0,0,2017-12-02,2017-12-02
2016,3090,  연   안   조   망    어   업,Coastal Beam Trawl,299,1726.16,99564,299,1726.16,99564,0,0,2017-12-02,2017-12-02
2016,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,2,12.18,680,2,12.18,680,0,0,2017-12-02,2017-12-02
2016,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,19668,50474.6,3752110,19542,50310.24,3752110,126,164.36,2017-12-02,2017-12-02
2016,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),1942,5499.82,393264,1906,5454.21,393264,36,45.61,2017-12-02,2017-12-02
2016,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),328,549.73,42546,292,529.36,42546,36,20.37,2017-12-02,2017-12-02
2016,3140,  정    치    망     어     업,Set Nets,628,5403.85,145058,568,5296.61,145058,60,107.24,2017-12-02,2017-12-02
2016,3990,  연      안        기      타,Coastal Others,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2016,4000,양            식            업,Culture,17716,46818.24,2866263,17611,46650.8,2866263,105,167.44,2017-12-02,2017-12-02
2016,4010,  천      해        양      식,Shallow Sea Culture,17716,46818.24,2866263,17611,46650.8,2866263,105,167.44,2017-12-02,2017-12-02
2016,5000,내     수     면     어     업,Inland Waters Fisheries,3091,2002.99,189355,2765,1924.95,189355,326,78.04,2017-12-02,2017-12-02
2016,5010,  내    수    면     어     업,Inland Waters Fisheries,3091,2002.99,189355,2765,1924.95,189355,326,78.04,2017-12-02,2017-12-02
2016,6000,기       타        어       업,Others,2099,92597.63,723009,2002,92468.29,723009,97,129.34,2017-12-02,2017-12-02
2016,6010,  어   획   물    운   반   선,Fish Carrier,319,24917.66,180770,319,24917.66,180770,0,0,2017-12-02,2017-12-02
2016,6020,  지    도      단    속    선,Patrol Boats,175,28371.41,164817,175,28371.41,164817,0,0,2017-12-02,2017-12-02
2016,6030,  시   험   및    교   습   선,Experiment & Education Boats,48,9801.68,43013,47,9801.12,43013,1,0.56,2017-12-02,2017-12-02
2016,6990,  기                        타,Others,1557,29506.88,334409,1461,29378.1,334409,96,128.78,2017-12-02,2017-12-02
2016,3070,  연   안   통   발    어   업,Coastal Trap,4941,14065.02,1078386,4922,14002.9,1078386,19,62.12,2017-12-02,2017-12-02
2016,3060,  연  안   채  낚  기   어  업,Coastal Angling,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2013,3010,  연  안   유  자  망   어  업,Coastal Gill Net,13401,33334.51,2921037,13316,33280.95,2921037,85,53.56,2017-12-02,2017-12-02
2013,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2011,1010,  원   양   연   승    어   업,Long Line,160,65844.69,185542,160,65844.69,185542,0,0,2017-12-02,2017-12-02
2011,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,28,29580.1,105000,28,29580.1,105000,0,0,2017-12-02,2017-12-02
2011,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,1,443.75,1600,1,443.75,1600,0,0,2017-12-02,2017-12-02
2011,1070,  원   양   통   발    어   업,Distant Waters Trap,5,999.05,3728,5,999.05,3728,0,0,2017-12-02,2017-12-02
2011,2000,근       해         어      업,Off-Shore Fisheries,2845,127466.65,1739900,2845,127466.65,1739900,0,0,2017-12-02,2017-12-02
2011,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),70,8373.39,80321,70,8373.39,80321,0,0,2017-12-02,2017-12-02
2011,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),42,2269.84,19125,42,2269.84,19125,0,0,2017-12-02,2017-12-02
2011,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,39,2062,42219,39,2062,42219,0,0,2017-12-02,2017-12-02
2011,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,490,17835.04,267297,490,17835.04,267297,0,0,2017-12-02,2017-12-02
2011,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,378,10255.25,205440,378,10255.25,205440,0,0,2017-12-02,2017-12-02
2011,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,7,79.98,2789,7,79.98,2789,0,0,2017-12-02,2017-12-02
2011,2160,  근   해   통   발    어   업,Off-Shore Trap,197,10653.69,123263,197,10653.69,123263,0,0,2017-12-02,2017-12-02
2016,3020,  연  안   안  강  망   어  업,Small Stow Net,980,4883.38,322212,975,4865.56,322212,5,17.82,2017-12-02,2017-12-02
2016,3040,  연   안   선   망    어   업,Coastal Purse Seines,250,1683.28,99911,245,1680.37,99911,5,2.91,2017-12-02,2017-12-02
2016,3050,  연   안   연   승    어   업,Coastal Long Line,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2009,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,522,19302.85,272711,522,19302.85,272711,0,0,2017-12-02,2017-12-02
2004,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,27,26404.65,70850,27,26404.65,70850,0,0,2017-12-02,2017-12-02
2009,2060,  대   형   트   롤    어   업,Large Otter Trawl,54,7493,74965,54,7493,74965,0,0,2017-12-02,2017-12-02
2002,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),647,1388.74,63342,599,1282.3,63342,48,106.44,2017-12-02,2017-12-02
2002,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,26040,63480.79,4701207,24887,62695.27,4701207,1153,785.52,2017-12-02,2017-12-02
2002,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,6,19.53,882,6,19.53,882,0,0,2017-12-02,2017-12-02
2002,3090,  연   안   조   망    어   업,Coastal Beam Trawl,447,1942.21,83582,445,1941.56,83582,2,0.65,2017-12-02,2017-12-02
2002,3080,  연   안   들   망    어   업,Coastal Lift Nets,233,707.76,28416,205,673.68,28416,28,34.08,2017-12-02,2017-12-02
2008,3000,연       안        어       업,Coastal Fisheries,53792,132675.76,8281323,52659,131535.94,8281150,1133,1139.82,2017-12-02,2017-12-02
2008,2180,  근   해   연   승    어   업,Off-Shore Long Line,416,10901.91,203242,416,10901.91,203242,0,0,2017-12-02,2017-12-02
2008,2170,  근   해   형   망    어   업,Off-Shore Long Line,108,1283.3,38583,108,1283.3,38583,0,0,2017-12-02,2017-12-02
2008,2160,  근   해   통   발    어   업,Off-Shore Trap,235,12714.59,144693,235,12714.59,144693,0,0,2017-12-02,2017-12-02
2008,2150,  잠    수    기      어    업,Diving,238,1157.29,85826,238,1157.29,85826,0,0,2017-12-02,2017-12-02
2008,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,13,272.63,5388,13,272.63,5388,0,0,2017-12-02,2017-12-02
2008,2130,  근  해   안  강  망   어  업,Large Stow Net,234,11663.4,125539,234,11663.4,125539,0,0,2017-12-02,2017-12-02
2008,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,467,13543.02,231232,467,13543.02,231232,0,0,2017-12-02,2017-12-02
2008,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,612,22757.47,315189,612,22757.47,315189,0,0,2017-12-02,2017-12-02
2008,2080,  대   형   선   망    어   업,Large Powered Purse Seines,175,24491.4,220834,175,24491.4,220834,0,0,2017-12-02,2017-12-02
2008,2060,  대   형   트   롤    어   업,Large Otter Trawl,64,8803,91855,64,8803,91855,0,0,2017-12-02,2017-12-02
2008,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),43,2309.38,20824,43,2309.38,20824,0,0,2017-12-02,2017-12-02
2008,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),80,9962.48,95070,80,9962.48,95070,0,0,2017-12-02,2017-12-02
2008,2000,근       해         어      업,Off-Shore Fisheries,3385,148032.34,1907612,3385,148032.34,1907612,0,0,2017-12-02,2017-12-02
2008,1070,  원   양   통   발    어   업,Distant Waters Trap,6,1772.05,5500,6,1772.05,5500,0,0,2017-12-02,2017-12-02
2008,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,5,2453.62,7200,5,2453.62,7200,0,0,2017-12-02,2017-12-02
2008,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,35,31001.74,103300,35,31001.74,103300,0,0,2017-12-02,2017-12-02
2008,1010,  원   양   연   승    어   업,Long Line,179,72243.6,216332,179,72243.6,216332,0,0,2017-12-02,2017-12-02
2008,0,총                          계,Total,80766,621337.52,13082707,78280,619098.13,13082258,2486,2239.39,2017-12-02,2017-12-02
2009,6990,  기                        타,Others,1629,64494.5,234792,1158,63945.87,234792,471,548.63,2017-12-02,2017-12-02
2009,6020,  지    도      단    속    선,Patrol Boats,133,21772.43,120537,133,21772.43,120537,0,0,2017-12-02,2017-12-02
2009,6000,기       타        어       업,Others,1934,115254.83,472021,1460,114703.36,472021,474,551.47,2017-12-02,2017-12-02
2009,5000,내     수     면     어     업,Inland Waters Fisheries,3824,2974.59,228429,3275,2809.56,228429,549,165.03,2017-12-02,2017-12-02
2009,4000,양            식            업,Culture,17786,31077.38,1733981,17337,30559.7,1733981,449,517.68,2017-12-02,2017-12-02
2009,3140,  정    치    망     어     업,Set Nets,498,3881.43,101675,437,3756.88,101675,61,124.55,2017-12-02,2017-12-02
2002,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),627,745.3,42312,499,690.87,42312,128,54.43,2017-12-02,2017-12-02
2002,3140,  정    치    망     어     업,Set Nets,590,3626.47,78965,497,3438.98,78965,93,187.49,2017-12-02,2017-12-02
1994,2090,  소   형   선   망    어   업,Small Powered Purse Seines,93,2124.97,17704,93,2124.97,17704,0,0,2017-12-02,2017-12-02
1994,2080,  대   형   선   망    어   업,Large Powered Purse Seines,327,43494.11,295383,327,43494.11,295383,0,0,2017-12-02,2017-12-02
1994,2060,  대   형   트   롤    어   업,Large Otter Trawl,99,13355.95,109614,99,13355.95,109614,0,0,2017-12-02,2017-12-02
1994,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),25,1097.17,8749,25,1097.17,8749,0,0,2017-12-02,2017-12-02
1994,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),82,4712.86,31968,82,4712.86,31968,0,0,2017-12-02,2017-12-02
2007,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,42,2581.6,18656,42,2581.6,18656,0,0,2017-12-02,2017-12-02
2007,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),88,11132.18,101392,88,11132.18,101392,0,0,2017-12-02,2017-12-02
2007,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),40,3214.59,21309,40,3214.59,21309,0,0,2017-12-02,2017-12-02
2007,2000,근       해         어      업,Off-Shore Fisheries,3573,162264.12,1975849,3573,162264.12,1975849,0,0,2017-12-02,2017-12-02
2007,1990,  기   타   원   양    어   업,Others,10,2427.81,8385,10,2427.81,8385,0,0,2017-12-02,2017-12-02
2007,1070,  원   양   통   발    어   업,Distant Waters Trap,7,1615.76,5510,7,1615.76,5510,0,0,2017-12-02,2017-12-02
2007,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,58,25013.96,77210,58,25013.96,77210,0,0,2017-12-02,2017-12-02
2007,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,6,2943.06,9500,6,2943.06,9500,0,0,2017-12-02,2017-12-02
2007,1040,  원  양  유  자  망   어   업,Distant Waters Floating Gill Net,2,320.98,920,2,320.98,920,0,0,2017-12-02,2017-12-02
2007,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,26,25346.98,91375,26,25346.98,91375,0,0,2017-12-02,2017-12-02
2007,1020,  원   양   트   롤    어   업,Otter Trawl,166,113100.36,315532,166,113100.36,315532,0,0,2017-12-02,2017-12-02
2007,1010,  원   양   연   승    어   업,Long Line,195,79183.01,238300,195,79183.01,238300,0,0,2017-12-02,2017-12-02
2007,1000,원       양        어       업,Distant Waters Fisheries,470,249951.92,746732,470,249951.92,746732,0,0,2017-12-02,2017-12-02
2007,0,총                          계,Total,85627,663868.71,14352851,82796,661519.02,14352601,2831,2349.69,2017-12-02,2017-12-02
2002,0,총                          계,Total,94388,816563.44,17273940,89327,812628.92,17273940,5061,3934.52,2017-12-02,2017-12-02
2002,6990,  기                        타,Others,1606,23660.55,156260,1107,22872.39,156260,499,788.16,2017-12-02,2017-12-02
2002,6030,  시   험   및    교   습   선,Experiment & Education Boats,50,12355.05,40056,49,12354.05,40056,1,1,2017-12-02,2017-12-02
2002,6020,  지    도      단    속    선,Patrol Boats,166,15094.61,98958,166,15094.61,98958,0,0,2017-12-02,2017-12-02
2002,6010,  어   획   물    운   반   선,Fish Carrier,178,51186.08,143546,178,51186.08,143546,0,0,2017-12-02,2017-12-02
2002,6000,기       타        어       업,Others,2000,102296.29,438820,1500,101507.13,438820,500,789.16,2017-12-02,2017-12-02
2002,5010,  내    수    면     어     업,Inland Waters Fisheries,4683,4112.43,265765,3882,3858.02,265765,801,254.41,2017-12-02,2017-12-02
2002,5000,내     수     면     어     업,Inland Waters Fisheries,4683,4112.43,265765,3882,3858.02,265765,801,254.41,2017-12-02,2017-12-02
2002,4010,  천      해        양      식,Shallow Sea Culture,19751,29137.34,1981611,19092,28400.74,1981611,659,736.6,2017-12-02,2017-12-02
2002,4000,양            식            업,Culture,19751,29137.34,1981611,19092,28400.74,1981611,659,736.6,2017-12-02,2017-12-02
2002,3990,  연      안        기      타,Coastal Others,65,123.99,7097,64,123.27,7097,1,0.72,2017-12-02,2017-12-02
2005,6010,  어   획   물    운   반   선,Fish Carrier,145,35569.59,100455,145,35569.59,100455,0,0,2017-12-02,2017-12-02
2005,6000,기       타        어       업,Others,3255,89736.39,519105,2687,89030.56,519105,568,705.83,2017-12-02,2017-12-02
2005,5010,  내    수    면     어     업,Inland Waters Fisheries,4164,3518.37,222522,3555,3331.36,222522,609,187.01,2017-12-02,2017-12-02
1994,6030,  시   험   및    교   습   선,Experiment & Education Boats,92,13180.46,42544,58,13126.13,42544,34,54.33,2017-12-02,2017-12-02
1994,6020,  지    도      단    속    선,Patrol Boats,149,13540.09,81751,148,13539.74,81751,1,0.35,2017-12-02,2017-12-02
1994,6010,  어   획   물    운   반   선,Fish Carrier,170,41646.91,93755,170,41646.91,93755,0,0,2017-12-02,2017-12-02
1994,6000,기       타        어       업,Others,2730,146483.51,388453,1785,144885.85,388453,945,1597.66,2017-12-02,2017-12-02
1992,2180,  근   해   연   승    어   업,Off-Shore Long Line,1123,23885.47,263731,1123,23885.47,263731,0,0,2017-12-02,2017-12-02
1992,2170,  근   해   형   망    어   업,Off-Shore Dredge Net,160,1436.87,24869,160,1436.87,24869,0,0,2017-12-02,2017-12-02
1992,2160,  근   해   통   발    어   업,Off-Shore Trap,551,21091.31,146902,551,21091.31,146902,0,0,2017-12-02,2017-12-02
1992,2150,  잠    수    기      어    업,Diving,262,979.16,32594,262,979.16,32594,0,0,2017-12-02,2017-12-02
1992,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,3,50.75,450,3,50.75,450,0,0,2017-12-02,2017-12-02
1992,2130,  근  해   안  강  망   어  업,Large Stow Net,833,70347.61,295468,833,70347.61,295468,0,0,2017-12-02,2017-12-02
1992,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,1145,31128.68,224811,1143,31091.44,224811,2,37.24,2017-12-02,2017-12-02
1992,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,715,23021.51,156834,715,23021.51,156834,0,0,2017-12-02,2017-12-02
1992,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,747,44366.16,228148,747,44366.16,228148,0,0,2017-12-02,2017-12-02
1992,2090,  소   형   선   망    어   업,Small Powered Purse Seines,139,2075.12,18769,138,2072.9,18769,1,2.22,2017-12-02,2017-12-02
1992,2080,  대   형   선   망    어   업,Large Powered Purse Seines,342,44651.72,282924,342,44651.72,282924,0,0,2017-12-02,2017-12-02
1992,2070,  동  해  구  트  롤   어   업,Eastern Sea Trawl,46,2968.35,21033,46,2968.35,21033,0,0,2017-12-02,2017-12-02
1992,2060,  대   형   트   롤    어   업,Large Otter Trawl,94,12312.24,73855,94,12312.24,73855,0,0,2017-12-02,2017-12-02
1992,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),34,1445.03,10581,34,1445.03,10581,0,0,2017-12-02,2017-12-02
1992,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),102,5265.43,33539,102,5265.43,33539,0,0,2017-12-02,2017-12-02
1992,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Seine,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2004,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),43,2324.29,20284,43,2324.29,20284,0,0,2017-12-02,2017-12-02
2004,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,42,2530.94,16914,42,2530.94,16914,0,0,2017-12-02,2017-12-02
2004,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),95,12053.42,88020,95,12053.42,88020,0,0,2017-12-02,2017-12-02
2004,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),48,3685.99,23370,48,3685.99,23370,0,0,2017-12-02,2017-12-02
2004,2000,근       해         어      업,Off-Shore Fisheries,3773,169723.89,2221140,3773,169723.89,2221140,0,0,2017-12-02,2017-12-02
2004,1990,  기   타   원   양    어   업,Others,10,2181.81,7785,10,2181.81,7785,0,0,2017-12-02,2017-12-02
2004,1070,  원   양   통   발    어   업,Distant Waters Trap,6,1384.34,4620,6,1384.34,4620,0,0,2017-12-02,2017-12-02
2004,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,68,30077.21,87385,68,30077.21,87385,0,0,2017-12-02,2017-12-02
2004,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,5,2266.89,8400,5,2266.89,8400,0,0,2017-12-02,2017-12-02
2004,1040,  원  양  유  자  망   어   업,Distant Waters Floating Gill Net,2,320.98,920,2,320.98,920,0,0,2017-12-02,2017-12-02
1994,6990,  기                        타,Others,2319,78116.05,170403,1409,76573.07,170403,910,1542.98,2017-12-02,2017-12-02
1994,1030,  원   양   선   망    어   업,Distant Waters Purse Seines,31,33493.15,112484,31,33493.15,112484,0,0,2017-12-02,2017-12-02
2005,5000,내     수     면     어     업,Inland Waters Fisheries,4164,3518.37,222522,3555,3331.36,222522,609,187.01,2017-12-02,2017-12-02
2005,4010,  천      해        양      식,Shallow Sea Culture,18244,27130.63,1493074,17892,26728.43,1493074,352,402.2,2017-12-02,2017-12-02
2005,4000,양            식            업,Culture,18244,27130.63,1493074,17892,26728.43,1493074,352,402.2,2017-12-02,2017-12-02
2005,3990,  연      안        기      타,Coastal Others,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2004,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,7,48.25,2121,7,48.25,2121,0,0,2017-12-02,2017-12-02
2004,3090,  연   안   조   망    어   업,Coastal Beam Trawl,532,2641.43,117389,532,2641.43,117389,0,0,2017-12-02,2017-12-02
2004,3080,  연   안   들   망    어   업,Coastal Lift Nets,249,951.26,40210,231,928.03,40210,18,23.23,2017-12-02,2017-12-02
2004,3070,  연   안   통   발    어   업,Coastal Trap,8408,22742.91,1194713,8323,22669.53,1194713,85,73.38,2017-12-02,2017-12-02
2004,3060,  연  안   채  낚  기   어  업,Coastal Angling,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2004,3050,  연   안   연   승    어   업,Coastal Long Line,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2004,3040,  연   안   선   망    어   업,Coastal Purse Seines,320,1821.19,78190,312,1816.03,78190,8,5.16,2017-12-02,2017-12-02
1999,3070,  연   안   통   발    어   업,Coastal Trap,8818,22055.62,949337,8638,21902.54,949337,180,153.08,2017-12-02,2017-12-02
1999,3010,  연  안   유  자  망   어  업,Coastal Gill Net,20066,48043.3,2094793,18962,47304.65,2094793,1104,738.65,2017-12-02,2017-12-02
1999,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,887,40216.81,365735,887,40216.81,365735,0,0,2017-12-02,2017-12-02
1999,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),88,5203.97,36936,88,5203.97,36936,0,0,2017-12-02,2017-12-02
1999,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,106,47573.36,144085,106,47573.36,144085,0,0,2017-12-02,2017-12-02
1994,2070,  동  해  구  트  롤   어   업,Eastern Sea Trawl,40,2584.4,17485,40,2584.4,17485,0,0,2017-12-02,2017-12-02
1999,6990,  기                        타,Others,2523,31140.76,230289,1942,30236.38,230289,581,904.38,2017-12-02,2017-12-02
1999,6020,  지    도      단    속    선,Patrol Boats,170,14420.97,97429,170,14420.97,97429,0,0,2017-12-02,2017-12-02
1999,6010,  어   획   물    운   반   선,Fish Carrier,217,99854.81,215156,217,99854.81,215156,0,0,2017-12-02,2017-12-02
1994,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Seine,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1999,6000,기       타        어       업,Others,2972,161345.33,594283,2390,160439.95,594283,582,905.38,2017-12-02,2017-12-02
1999,5010,  내    수    면     어     업,Inland Waters Fisheries,2742,1589.25,76593,1967,1329.84,76593,775,259.41,2017-12-02,2017-12-02
1999,4010,  천      해        양      식,Shallow Sea Culture,21742,29733.05,1458382,20814,28685.29,1458382,928,1047.76,2017-12-02,2017-12-02
1994,2170,  근   해   형   망    어   업,Off-Shore Dredge Net,160,1518.29,29199,157,1514.81,29199,3,3.48,2017-12-02,2017-12-02
1999,4000,양            식            업,Culture,21742,29733.05,1458382,20814,28685.29,1458382,928,1047.76,2017-12-02,2017-12-02
1999,3990,  연      안        기      타,Coastal Others,96,120.22,5689,91,114.51,5689,5,5.71,2017-12-02,2017-12-02
1999,3140,  정    치    망     어     업,Set Nets,587,3294.48,62001,472,3053.57,62001,115,240.91,2017-12-02,2017-12-02
1999,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),671,696.71,34751,519,625.92,34751,152,70.79,2017-12-02,2017-12-02
1994,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1994,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,827,42979.68,279429,827,42979.68,279429,0,0,2017-12-02,2017-12-02
1994,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,688,23105.96,245320,688,23105.96,245320,0,0,2017-12-02,2017-12-02
1994,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,1003,28117.34,247616,1001,28086.6,247616,2,30.74,2017-12-02,2017-12-02
2015,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2015,3010,  연  안   유  자  망   어  업,Coastal Gill Net,12582,35796.23,2582496,12501,35685.85,2582496,81,110.38,2017-12-02,2017-12-02
2015,2180,  근   해   연   승    어   업,Off-Shore Long Line,267,7656.52,162497,267,7656.52,162497,0,0,2017-12-02,2017-12-02
2015,2160,  근   해   통   발    어   업,Off-Shore Trap,167,9968.09,122421,167,9968.09,122421,0,0,2017-12-02,2017-12-02
2015,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,3,28.09,1565,3,28.09,1565,0,0,2017-12-02,2017-12-02
2015,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,369,10138.04,225784,369,10138.04,225784,0,0,2017-12-02,2017-12-02
2015,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,461,17790.52,279320,461,17790.52,279320,0,0,2017-12-02,2017-12-02
2013,6990,  기                        타,Others,3435,90888.22,635035,2888,90215.88,635035,547,672.34,2017-12-02,2017-12-02
2011,4010,  천      해        양      식,Shallow Sea Culture,17737,35155.08,1950944,17421,34802.29,1950944,316,352.79,2017-12-02,2017-12-02
