통계 년도,통계 코드,컬럼 명,컬럼 영문명,전체 척 수,전체 톤수,전체 마력,동력 척 수,동력 톤수,동력 마력,무동력 척 수,무동력 톤수,최초 생성 시점,최종 변경 시점
2011,4000,양            식            업,Culture,17737,35155.08,1950944,17421,34802.29,1950944,316,352.79,2017-12-02,2017-12-02
2011,3990,  연      안        기      타,Coastal Others,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2011,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),353,661.21,44550,315,636.15,44550,38,25.06,2017-12-02,2017-12-02
2011,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),1452,3053.59,206450,1408,2917.12,206450,44,136.47,2017-12-02,2017-12-02
2011,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,4,22.03,1035,4,22.03,1035,0,0,2017-12-02,2017-12-02
2011,3080,  연   안   들   망    어   업,Coastal Lift Nets,135,655.18,35321,135,655.18,35321,0,0,2017-12-02,2017-12-02
2011,3060,  연  안   채  낚  기   어  업,Coastal Angling,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2011,3040,  연   안   선   망    어   업,Coastal Purse Seines,281,1727.91,88372,273,1724.11,88372,8,3.8,2017-12-02,2017-12-02
2011,3020,  연  안   안  강  망   어  업,Small Stow Net,478,3208.36,186560,478,3208.36,186560,0,0,2017-12-02,2017-12-02
2011,3010,  연  안   유  자  망   어  업,Coastal Gill Net,13683,38308.77,2571068,13574,38219.45,2571068,109,89.32,2017-12-02,2017-12-02
2011,3000,연       안        어       업,Coastal Fisheries,46643,120766.09,7986218,46121,120175.93,7986218,522,590.16,2017-12-02,2017-12-02
1992,3990,  연      안        기      타,Coastal Others,4522,3451.38,39427,2280,2067.35,39427,2062,1384.03,2017-12-02,2017-12-02
1992,3140,  정    치    망     어     업,Set Nets,817,4042.87,36189,542,3353.69,36189,275,689.18,2017-12-02,2017-12-02
1992,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),141,362.2,5319,93,259.02,5319,48,103.18,2017-12-02,2017-12-02
1992,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1992,3080,  분   기   초   망    어   업,Coastal Lift Nets,351,816.24,12807,197,616.27,12807,154,199.97,2017-12-02,2017-12-02
1992,3060,  연  안   채  낚  기   어  업,Coastal Angling,5133,10943.02,244396,4145,10263.76,244396,988,679.26,2017-12-02,2017-12-02
1992,3040,  연   안   선   망    어   업,Coastal Purse Seines,136,548.11,14646,124,526.82,14646,12,21.29,2017-12-02,2017-12-02
1992,3020,  연  안   안  강  망   어  업,Small Stow Net,1129,6659.85,74537,810,3157.29,74537,319,3502.56,2017-12-02,2017-12-02
1992,3010,  연  안   유  자  망   어  업,Coastal Gill Net,17372,43541.1,1074004,15845,41905.27,1074004,1527,1635.83,2017-12-02,2017-12-02
1993,4010,  천      해        양      식,Shallow Sea Culture,26857,32079.57,803782,21170,27171.49,803782,5687,4908.08,2017-12-02,2017-12-02
2015,3050,  연   안   연   승    어   업,Coastal Long Line,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2015,3070,  연   안   통   발    어   업,Coastal Trap,4792,12967.18,980087,4779,12936.03,980087,13,31.15,2017-12-02,2017-12-02
2009,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),44,2405.21,20812,44,2405.21,20812,0,0,2017-12-02,2017-12-02
2009,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),74,9234.08,87635,74,9234.08,87635,0,0,2017-12-02,2017-12-02
2009,2000,근       해         어      업,Off-Shore Fisheries,3047,132436.39,2120735,3047,132436.39,2120735,0,0,2017-12-02,2017-12-02
2009,1070,  원   양   통   발    어   업,Distant Waters Trap,1,360,1000,1,360,1000,0,0,2017-12-02,2017-12-02
2009,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,1,443.75,1600,1,443.75,1600,0,0,2017-12-02,2017-12-02
2009,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,28,29356.81,103800,28,29356.81,103800,0,0,2017-12-02,2017-12-02
2009,1010,  원   양   연   승    어   업,Long Line,166,66674.18,189842,166,66674.18,189842,0,0,2017-12-02,2017-12-02
2007,2150,  잠    수    기      어    업,Diving,237,1141.41,82272,237,1141.41,82272,0,0,2017-12-02,2017-12-02
2015,6020,  지    도      단    속    선,Patrol Boats,162,26957.86,154809,162,26957.86,154809,0,0,2017-12-02,2017-12-02
2015,6010,  어   획   물    운   반   선,Fish Carrier,294,23931.3,163740,294,23931.3,163740,0,0,2017-12-02,2017-12-02
2015,6000,기       타        어       업,Others,1466,69730.55,570322,1450,69704.62,570322,16,25.93,2017-12-02,2017-12-02
2015,5000,내     수     면     어     업,Inland Waters Fisheries,3101,2022.51,188677,2777,1938.18,188677,324,84.33,2017-12-02,2017-12-02
2015,4000,양            식            업,Culture,16976,41770.15,2530999,16677,41427.63,2530914,299,342.52,2017-12-02,2017-12-02
2015,3140,  정    치    망     어     업,Set Nets,611,5140.3,138018,549,5030.09,138018,62,110.21,2017-12-02,2017-12-02
2015,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),1846,5214.23,349989,1812,5142.18,349929,34,72.05,2017-12-02,2017-12-02
2015,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,2,10.5,630,2,10.5,630,0,0,2017-12-02,2017-12-02
2016,2180,  근   해   연   승    어   업,Off-Shore Long Line,267,8025.07,173027,267,8025.07,173027,0,0,2017-12-02,2017-12-02
2016,2160,  근   해   통   발    어   업,Off-Shore Trap,163,9444.09,124216,163,9444.09,124216,0,0,2017-12-02,2017-12-02
2016,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,16,82.4,3657,16,82.4,3657,0,0,2017-12-02,2017-12-02
2016,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,366,10182.31,230788,366,10182.31,230788,0,0,2017-12-02,2017-12-02
2016,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,374,18279.53,199091,374,18279.53,199091,0,0,2017-12-02,2017-12-02
2016,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,445,17007.15,274939,445,17007.15,274939,0,0,2017-12-02,2017-12-02
2016,2080,  대   형   선   망    어   업,Large Powered Purse Seines,144,23767.55,202314,144,23767.55,202314,0,0,2017-12-02,2017-12-02
2016,2060,  대   형   트   롤    어   업,Large Otter Trawl,51,7041,75457,51,7041,75457,0,0,2017-12-02,2017-12-02
2005,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,40,2032.65,27252,40,2032.65,27252,0,0,2017-12-02,2017-12-02
2005,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),22,1015.64,11549,22,1015.64,11549,0,0,2017-12-02,2017-12-02
2005,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,42,2519.2,17142,42,2519.2,17142,0,0,2017-12-02,2017-12-02
2005,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),48,3559.68,23105,48,3559.68,23105,0,0,2017-12-02,2017-12-02
2004,6030,  시   험   및    교   습   선,Experiment & Education Boats,42,12364.88,38495,41,12363.88,38495,1,1,2017-12-02,2017-12-02
2015,3090,  연   안   조   망    어   업,Coastal Beam Trawl,367,2073.6,124277,367,2073.6,124277,0,0,2017-12-02,2017-12-02
1993,3990,  연      안        기      타,Coastal Others,2609,1735.31,745,21,28.52,745,2588,1706.79,2017-12-02,2017-12-02
1993,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),198,706.27,5984,108,230.62,5984,90,475.65,2017-12-02,2017-12-02
1993,3090,  연   안   조   망    어   업,Coastal Beam Trawl,54,211.62,7324,53,209.87,7324,1,1.75,2017-12-02,2017-12-02
2003,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),597,793.71,45779,492,753.72,45779,105,39.99,2017-12-02,2017-12-02
2003,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),629,1336.17,62677,583,1231.72,62677,46,104.45,2017-12-02,2017-12-02
1993,2160,  근   해   통   발    어   업,Off-Shore Trap,545,22500.65,165000,545,22500.65,165000,0,0,2017-12-02,2017-12-02
1993,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,809,44593.96,256778,809,44593.96,256778,0,0,2017-12-02,2017-12-02
1993,2080,  대   형   선   망    어   업,Large Powered Purse Seines,329,43454.16,289211,329,43454.16,289211,0,0,2017-12-02,2017-12-02
1999,2060,  대   형   트   롤    어   업,Large Otter Trawl,90,12176.47,116971,90,12176.47,116971,0,0,2017-12-02,2017-12-02
1994,5010,  내    수    면     어     업,Inland Waters Fisheries,2501,1949.09,53972,1599,1384.07,53972,902,565.01,2017-12-02,2017-12-02
1994,5000,내     수     면     어     업,Inland Waters Fisheries,2501,1949.09,53972,1599,1384.07,53972,902,565.01,2017-12-02,2017-12-02
1994,4010,  천      해        양      식,Shallow Sea Culture,21483,26866.63,829790,19453,24672.3,829790,2030,2194.38,2017-12-02,2017-12-02
1994,4000,양            식            업,Culture,21483,26866.63,829790,19453,24672.3,829790,2030,2194.38,2017-12-02,2017-12-02
1994,3990,  연      안        기      타,Coastal Others,934,597.46,483,22,23.36,483,912,574.1,2017-12-02,2017-12-02
1994,3140,  정    치    망     어     업,Set Nets,614,3325.15,34812,437,2824.05,34812,177,501.1,2017-12-02,2017-12-02
1994,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),35,74.92,2121,25,59.41,2121,10,15.5,2017-12-02,2017-12-02
1994,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),298,1894.46,11074,171,381.3,11074,127,1513.13,2017-12-02,2017-12-02
1994,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1994,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1994,3090,  연   안   조   망    어   업,Coastal Beam Trawl,47,219.68,7505,43,217.03,7505,4,2.65,2017-12-02,2017-12-02
1994,3080,  분   기   초   망    어   업,Coastal Lift Nets,255,651.18,14061,161,514.08,14061,94,137.1,2017-12-02,2017-12-02
1994,3070,  연   안   통   발    어   업,Coastal Trap,7989,19727.09,609979,7782,19505.17,609979,207,221.92,2017-12-02,2017-12-02
1994,3060,  연  안   채  낚  기   어  업,Coastal Angling,4170,11592.98,357877,4020,11397.96,357877,150,195.02,2017-12-02,2017-12-02
1994,3050,  연   안   연   승    어   업,Coastal Long Line,11883,29372.13,1037280,11368,28827.21,1037280,515,544.92,2017-12-02,2017-12-02
1994,3040,  연   안   선   망    어   업,Coastal Purse Seines,190,903.87,25296,166,858.69,25296,24,45.18,2017-12-02,2017-12-02
1994,3020,  연  안   안  강  망   어  업,Small Stow Net,745,3605.58,76712,605,2656.84,76712,140,948.74,2017-12-02,2017-12-02
1994,3010,  연  안   유  자  망   어  업,Coastal Gill Net,16360,42934.33,1358075,15293,41779.15,1358075,1067,1155.18,2017-12-02,2017-12-02
1994,3000,연       안        어       업,Coastal Fisheries,43520,114898.83,3535275,40093,109056.55,3535275,3427,5854.54,2017-12-02,2017-12-02
1994,2180,  근   해   연   승    어   업,Off-Shore Long Line,1144,25879.42,311549,1144,25879.42,311549,0,0,2017-12-02,2017-12-02
1994,2160,  근   해   통   발    어   업,Off-Shore Trap,535,23759.9,181039,535,23759.9,181039,0,0,2017-12-02,2017-12-02
1994,2150,  잠    수    기      어    업,Diving,246,954.59,42483,246,954.59,42483,0,0,2017-12-02,2017-12-02
1994,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,3,61,676,3,61,676,0,0,2017-12-02,2017-12-02
1994,2130,  근  해   안  강  망   어  업,Large Stow Net,806,67987.59,302454,806,67987.59,302454,0,0,2017-12-02,2017-12-02
2003,3140,  정    치    망     어     업,Set Nets,574,3546.8,79002,483,3364.06,79002,91,182.74,2017-12-02,2017-12-02
2003,3990,  연      안        기      타,Coastal Others,72,143.93,8515,71,143.21,8515,1,0.72,2017-12-02,2017-12-02
1998,6030,  시   험   및    교   습   선,Experiment & Education Boats,89,15883.21,50261,60,15837.79,50261,29,45.42,2017-12-02,2017-12-02
1998,3010,  연  안   유  자  망   어  업,Coastal Gill Net,18675,45094.33,1825227,17433,44233.36,1825227,1242,860.97,2017-12-02,2017-12-02
1997,2080,  대   형   선   망    어   업,Large Powered Purse Seines,280,37047.05,279551,280,37047.05,279551,0,0,2017-12-02,2017-12-02
1997,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),18,780.91,7219,18,780.91,7219,0,0,2017-12-02,2017-12-02
1997,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),67,5779.69,27985,67,5779.69,27985,0,0,2017-12-02,2017-12-02
2009,3000,연       안        어       업,Coastal Fisheries,50752,124855.59,8183018,49758,123761.98,8183018,994,1093.61,2017-12-02,2017-12-02
2005,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,9,198.74,3771,9,198.74,3771,0,0,2017-12-02,2017-12-02
2005,2130,  근  해   안  강  망   어  업,Large Stow Net,285,17715.82,134647,285,17715.82,134647,0,0,2017-12-02,2017-12-02
2005,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,534,15917.88,225513,534,15917.88,225513,0,0,2017-12-02,2017-12-02
2005,2000,근       해         어      업,Off-Shore Fisheries,3687,164036.87,1763298,3687,164036.87,1763298,0,0,2017-12-02,2017-12-02
2005,1990,  기   타   원   양    어   업,Others,9,1971.81,6185,9,1971.81,6185,0,0,2017-12-02,2017-12-02
2005,1070,  원   양   통   발    어   업,Distant Waters Trap,6,1661.34,5320,6,1661.34,5320,0,0,2017-12-02,2017-12-02
2005,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,61,26893.28,71761,61,26893.28,71761,0,0,2017-12-02,2017-12-02
2005,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,4,1867.06,5100,4,1867.06,5100,0,0,2017-12-02,2017-12-02
2005,1040,  원  양  유  자  망   어   업,Distant Waters Floating Gill Net,2,320.98,920,2,320.98,920,0,0,2017-12-02,2017-12-02
2005,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,21,21219.98,59200,21,21219.98,59200,0,0,2017-12-02,2017-12-02
2005,1020,  원   양   트   롤    어   업,Otter Trawl,178,118088.22,306619,178,118088.22,306619,0,0,2017-12-02,2017-12-02
2005,1010,  원   양   연   승    어   업,Long Line,212,85591.28,170428,212,85591.28,170428,0,0,2017-12-02,2017-12-02
2005,1000,원       양        어       업,Distant Waters Fisheries,493,257613.95,625533,493,257613.95,625533,0,0,2017-12-02,2017-12-02
2005,0,총                          계,Total,90735,700810.03,12949457,87554,697956.28,12949457,3181,2853.75,2017-12-02,2017-12-02
2003,0,총                          계,Total,93257,754439.66,17094036,88521,750763.42,17094036,4736,3676.24,2017-12-02,2017-12-02
2003,6990,  기                        타,Others,1921,30797.33,242884,1309,30018.01,242884,612,779.32,2017-12-02,2017-12-02
2003,6030,  시   험   및    교   습   선,Experiment & Education Boats,48,12333.34,39641,47,12332.34,39641,1,1,2017-12-02,2017-12-02
2003,6020,  지    도      단    속    선,Patrol Boats,164,15137.47,98798,164,15137.47,98798,0,0,2017-12-02,2017-12-02
2003,6010,  어   획   물    운   반   선,Fish Carrier,171,46044,134983,171,46044,134983,0,0,2017-12-02,2017-12-02
2003,6000,기       타        어       업,Others,2304,104312.14,516306,1691,103531.82,516306,613,780.32,2017-12-02,2017-12-02
2003,5010,  내    수    면     어     업,Inland Waters Fisheries,4510,3941.44,258030,3737,3697.22,258030,773,244.22,2017-12-02,2017-12-02
2003,5000,내     수     면     어     업,Inland Waters Fisheries,4510,3941.44,258030,3737,3697.22,258030,773,244.22,2017-12-02,2017-12-02
2003,4010,  천      해        양      식,Shallow Sea Culture,19228,28033.84,1946146,18590,27316.46,1946146,638,717.38,2017-12-02,2017-12-02
2003,4000,양            식            업,Culture,19228,28033.84,1946146,18590,27316.46,1946146,638,717.38,2017-12-02,2017-12-02
2009,2080,  대   형   선   망    어   업,Large Powered Purse Seines,154,22614.45,200451,154,22614.45,200451,0,0,2017-12-02,2017-12-02
1992,4000,양            식            업,Culture,31734,37745.4,779037,23269,30510.8,779037,8465,7234.6,2017-12-02,2017-12-02
2006,5000,내     수     면     어     업,Inland Waters Fisheries,4150,3557.48,224902,3549,3376.9,224902,601,180.58,2017-12-02,2017-12-02
2006,4000,양            식            업,Culture,16337,23955.08,1283802,16049,23645.69,1283802,288,309.39,2017-12-02,2017-12-02
2006,3140,  정    치    망     어     업,Set Nets,407,2904.69,65932,354,2793.92,65932,53,110.77,2017-12-02,2017-12-02
2006,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),470,875.78,46664,440,822.47,46664,30,53.31,2017-12-02,2017-12-02
2006,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,7,41.25,1758,7,41.25,1758,0,0,2017-12-02,2017-12-02
2006,3080,  연   안   들   망    어   업,Coastal Lift Nets,152,700.82,28781,139,681.57,28781,13,19.25,2017-12-02,2017-12-02
2006,3060,  연  안   채  낚  기   어  업,Coastal Angling,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2006,3040,  연   안   선   망    어   업,Coastal Purse Seines,309,1767.2,77857,302,1755.44,77857,7,11.76,2017-12-02,2017-12-02
2006,3020,  연  안   안  강  망   어  업,Small Stow Net,402,2475.51,106530,397,2460.21,106530,5,15.3,2017-12-02,2017-12-02
2011,1000,원       양        어       업,Distant Waters Fisheries,377,200315.73,620754,377,200315.73,620754,0,0,2017-12-02,2017-12-02
2000,3010,  연  안   유  자  망   어  업,Coastal Gill Net,20411,48996.34,2575372,19442,48349.67,2575372,969,646.67,2017-12-02,2017-12-02
2000,2180,  근   해   연   승    어   업,Off-Shore Long Line,994,23351.85,313051,994,23351.85,313051,0,0,2017-12-02,2017-12-02
2000,2160,  근   해   통   발    어   업,Off-Shore Trap,377,18343.11,175292,377,18343.11,175292,0,0,2017-12-02,2017-12-02
2000,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,7,193,2899,7,193,2899,0,0,2017-12-02,2017-12-02
2008,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,8,36.58,2376,8,36.58,2376,0,0,2017-12-02,2017-12-02
2008,3080,  연   안   들   망    어   업,Coastal Lift Nets,176,805.69,39438,169,796.39,39438,7,9.3,2017-12-02,2017-12-02
2008,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2008,3020,  연  안   안  강  망   어  업,Small Stow Net,500,3250.48,165618,499,3247.78,165618,1,2.7,2017-12-02,2017-12-02
2008,3010,  연  안   유  자  망   어  업,Coastal Gill Net,17123,44196.01,2781977,16828,43932.79,2781962,295,263.22,2017-12-02,2017-12-02
2008,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,447,17482.01,191065,447,17482.01,191065,0,0,2017-12-02,2017-12-02
2008,2090,  소   형   선   망    어   업,Small Powered Purse Seines,94,1336.83,40456,94,1336.83,40456,0,0,2017-12-02,2017-12-02
2008,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,42,2259.42,38595,42,2259.42,38595,0,0,2017-12-02,2017-12-02
2008,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),21,1162,11481,21,1162,11481,0,0,2017-12-02,2017-12-02
2008,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,56,3038.9,25776,56,3038.9,25776,0,0,2017-12-02,2017-12-02
2008,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),40,2893.31,21964,40,2893.31,21964,0,0,2017-12-02,2017-12-02
2008,1990,  기   타   원   양    어   업,Others,10,2332.15,8555,10,2332.15,8555,0,0,2017-12-02,2017-12-02
2008,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,59,32651.11,88025,59,32651.11,88025,0,0,2017-12-02,2017-12-02
2008,1040,  원  양  유  자  망   어   업,Distant Waters Floating Gill Net,3,542.75,1670,3,542.75,1670,0,0,2017-12-02,2017-12-02
2006,6000,기       타        어       업,Others,1625,75204.46,421527,1258,74751.59,421527,367,452.87,2017-12-02,2017-12-02
2006,6020,  지    도      단    속    선,Patrol Boats,154,18811.65,111436,154,18811.65,111436,0,0,2017-12-02,2017-12-02
2000,3080,  연   안   들   망    어   업,Coastal Lift Nets,237,674.91,24509,199,624.58,24509,38,50.33,2017-12-02,2017-12-02
2000,3060,  연  안   채  낚  기   어  업,Coastal Angling,6638,13006.25,566865,5572,12449.34,566865,1066,556.91,2017-12-02,2017-12-02
2000,3050,  연   안   연   승    어   업,Coastal Long Line,582,920.67,59637,581,920.34,59637,1,0.33,2017-12-02,2017-12-02
2000,3040,  연   안   선   망    어   업,Coastal Purse Seines,519,2815.17,115475,499,2798.36,115475,20,16.81,2017-12-02,2017-12-02
2000,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2000,2130,  근  해   안  강  망   어  업,Large Stow Net,629,48780.54,286048,629,48780.54,286048,0,0,2017-12-02,2017-12-02
2003,3020,  연  안   안  강  망   어  업,Small Stow Net,414,2283.07,100154,397,2237.86,100154,17,45.21,2017-12-02,2017-12-02
2003,3010,  연  안   유  자  망   어  업,Coastal Gill Net,19693,50183.32,4066242,19056,49775.14,4066242,637,408.18,2017-12-02,2017-12-02
2003,3000,연       안        어       업,Coastal Fisheries,62532,159292.79,11149253,59820,157358.47,11149253,2712,1934.32,2017-12-02,2017-12-02
2003,2180,  근   해   연   승    어   업,Off-Shore Long Line,722,16509.8,269083,722,16509.8,269083,0,0,2017-12-02,2017-12-02
2003,2170,  근   해   형   망    어   업,Off-Shore Long Line,76,938.7,20306,76,938.7,20306,0,0,2017-12-02,2017-12-02
2003,2160,  근   해   통   발    어   업,Off-Shore Trap,279,14310.57,137240,279,14310.57,137240,0,0,2017-12-02,2017-12-02
2003,2150,  잠    수    기      어    업,Diving,208,883.37,61390,208,883.37,61390,0,0,2017-12-02,2017-12-02
2003,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,6,141.77,2454,6,141.77,2454,0,0,2017-12-02,2017-12-02
2003,2130,  근  해   안  강  망   어  업,Large Stow Net,382,26332.48,177385,382,26332.48,177385,0,0,2017-12-02,2017-12-02
2003,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,643,18640.83,246989,643,18640.83,246989,0,0,2017-12-02,2017-12-02
2003,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,516,18386.51,188529,516,18386.51,188529,0,0,2017-12-02,2017-12-02
2003,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,663,24776.26,740468,663,24776.26,740468,0,0,2017-12-02,2017-12-02
2003,2080,  대   형   선   망    어   업,Large Powered Purse Seines,210,28463.36,246957,210,28463.36,246957,0,0,2017-12-02,2017-12-02
2003,2060,  대   형   트   롤    어   업,Large Otter Trawl,60,8245.91,84697,60,8245.91,84697,0,0,2017-12-02,2017-12-02
2003,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),75,4422.33,32619,75,4422.33,32619,0,0,2017-12-02,2017-12-02
2003,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),131,15358.61,127375,131,15358.61,127375,0,0,2017-12-02,2017-12-02
2003,2000,근       해         어      업,Off-Shore Fisheries,4166,185773.09,2420936,4166,185773.09,2420936,0,0,2017-12-02,2017-12-02
2003,1070,  원   양   통   발    어   업,Distant Waters Trap,7,1713.88,5620,7,1713.88,5620,0,0,2017-12-02,2017-12-02
2003,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,5,2266.89,8400,5,2266.89,8400,0,0,2017-12-02,2017-12-02
2003,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,28,27573.83,99325,28,27573.83,99325,0,0,2017-12-02,2017-12-02
2003,1010,  원   양   연   승    어   업,Long Line,207,82512.82,242043,207,82512.82,242043,0,0,2017-12-02,2017-12-02
2006,6990,  기                        타,Others,1300,20107.2,191216,934,19655.33,191216,366,451.87,2017-12-02,2017-12-02
2008,1020,  원   양   트   롤    어   업,Otter Trawl,151,99669.42,288069,151,99669.42,288069,0,0,2017-12-02,2017-12-02
2008,1000,원       양        어       업,Distant Waters Fisheries,448,242666.44,718651,448,242666.44,718651,0,0,2017-12-02,2017-12-02
2007,6990,  기                        타,Others,1391,23008.72,199466,1018,22592.39,199216,373,416.33,2017-12-02,2017-12-02
2007,6030,  시   험   및    교   습   선,Experiment & Education Boats,40,6971.7,29710,39,6970.7,29710,1,1,2017-12-02,2017-12-02
2007,6020,  지    도      단    속    선,Patrol Boats,141,18890.67,116711,141,18890.67,116711,0,0,2017-12-02,2017-12-02
2007,6010,  어   획   물    운   반   선,Fish Carrier,133,27954.33,93554,133,27954.33,93554,0,0,2017-12-02,2017-12-02
2007,6000,기       타        어       업,Others,1705,76825.42,439441,1331,76408.09,439191,374,417.33,2017-12-02,2017-12-02
2004,2170,  근   해   형   망    어   업,Off-Shore Long Line,84,1002.66,22975,84,1002.66,22975,0,0,2017-12-02,2017-12-02
2004,2160,  근   해   통   발    어   업,Off-Shore Trap,302,17285.66,156162,302,17285.66,156162,0,0,2017-12-02,2017-12-02
2004,2150,  잠    수    기      어    업,Diving,190,822.48,57940,190,822.48,57940,0,0,2017-12-02,2017-12-02
2004,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,10,198.74,4115,10,198.74,4115,0,0,2017-12-02,2017-12-02
2004,2130,  근  해   안  강  망   어  업,Large Stow Net,311,20740.82,145095,311,20740.82,145095,0,0,2017-12-02,2017-12-02
2004,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,545,15935.68,213140,545,15935.68,213140,0,0,2017-12-02,2017-12-02
2004,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,508,17958.9,187906,508,17958.9,187906,0,0,2017-12-02,2017-12-02
2004,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,611,22968.94,721698,611,22968.94,721698,0,0,2017-12-02,2017-12-02
2004,2090,  소   형   선   망    어   업,Small Powered Purse Seines,64,1063.72,22033,64,1063.72,22033,0,0,2017-12-02,2017-12-02
2004,2080,  대   형   선   망    어   업,Large Powered Purse Seines,190,25880.17,194166,190,25880.17,194166,0,0,2017-12-02,2017-12-02
2004,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,40,2051.05,25530,40,2051.05,25530,0,0,2017-12-02,2017-12-02
2004,2060,  대   형   트   롤    어   업,Large Otter Trawl,58,8025,74592,58,8025,74592,0,0,2017-12-02,2017-12-02
2004,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),22,1021,10596,22,1021,10596,0,0,2017-12-02,2017-12-02
1992,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),401,42562.72,227430,401,42562.72,227430,0,0,2017-12-02,2017-12-02
1992,3000,연       안        어       업,Coastal Fisheries,49210,117069.29,2736906,42821,107844.55,2736906,6209,9224.74,2017-12-02,2017-12-02
2007,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),511,1064.58,55561,417,914.08,55561,94,150.5,2017-12-02,2017-12-02
2007,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),709,1163.68,69411,684,1125.81,69411,25,37.87,2017-12-02,2017-12-02
1997,3070,  연   안   통   발    어   업,Coastal Trap,8748,21828.78,852902,8513,21621.04,852902,235,207.74,2017-12-02,2017-12-02
1997,3010,  연  안   유  자  망   어  업,Coastal Gill Net,16448,41258.18,1844799,15407,40437.68,1844799,1041,820.5,2017-12-02,2017-12-02
